Clair,Doctor,Holmes,Watson
0.4903263849046982,0.5300413044623571,0.5258944782302134,0.532520619958307
0.45878434372410276,0.5421161161161161,0.5520649347787767,0.47429831716970305
0.500162554981832,0.49855149886728845,0.5609626740701568,0.5331520589745914
0.5080289411614712,0.4598734523997681,0.5397169156530935,0.498018067011088
0.4899247784789953,0.3707755123544597,0.5442429049885422,0.5072116982386174
0.42706062344616563,0.45373721089510566,0.5087564450026442,0.503178343756609
0.4405399375278892,0.4755671460934618,0.5099208421470122,0.4683283482884679
0.5153024797603111,0.4559290869817185,0.5079125352547152,0.5027614127315024
0.5800790463441066,0.4248397871555766,0.44906283051295615,0.5338469440164355
0.4566615669025307,0.48624751066856325,0.4530095958928257,0.493452974410103
0.49968763944667566,0.574630209156525,0.4968184271990129,0.4910390041995226
0.4482023331420922,0.5413188978452136,0.5218477326811211,0.524916160609082
0.5089532734111047,0.5044136768347294,0.5334782632645867,0.5520468896341278
0.5851310001912411,0.48204836415362723,0.5470673585404547,0.5131484334874165
0.4585803531586664,0.43561150624308526,0.5557105477701393,0.4492280733556905
0.532730923694779,0.3948705547652916,0.5672736537105588,0.5099700897308075
0.5331739657040862,0.42946536009693903,0.5110911885245902,0.4833016103205535
0.5617485816280997,0.4587433749539013,0.45597820817909396,0.5096437958850719
0.6180181041626824,0.510858648121806,0.518690948351842,0.5137859149823257
0.615978198508319,0.46411464095674615,0.49660805570245026,0.5745581437505665
0.5348983234525403,0.454773826458037,0.4888465097831835,0.5612405208616574
0.4810384394721744,0.4463833306991202,0.5361662149656267,0.5483156590833559
0.49264359023395166,0.52274105684632,0.5084951194253481,0.5394724916160609
0.5379199337030662,0.4604619356198304,0.5217783800458311,0.5395238526843711
0.4718078663861796,0.45880796586059747,0.41834176141371404,0.5114414332759297
0.4533020972780009,0.38314535588219795,0.5106508901815617,0.5043022447808091
0.35499776885319057,0.41959791370317684,0.5287871276220695,0.5453336958820507
0.4348983234525403,0.4619368842526737,0.539011490833774,0.4846853379256171
0.45021355262319124,0.49435003424477103,0.51705474396263,0.48931387655216163
0.44833620195065976,0.4277790422000948,0.5029325863740526,0.49558596936463334
0.5126410403518837,0.49650250250250255,0.4998968799576943,0.5196138856158796
0.557483903869446,0.4826415889573784,0.4820717102943769,0.46015287470920574
0.5749888442659528,0.5523589905695168,0.49953463775780016,0.4775461494304964
0.41485306304583414,0.5377286760444655,0.4389362991362594,0.47712317592676523
0.49937846624593607,0.5787662399241347,0.5047552000705094,0.5070153176833136
0.4677344297826225,0.5266797323639428,0.5418145161290322,0.5289313876552161
0.5538726333907057,0.5039964174701017,0.5073603031905517,0.5527780295477205
0.5174156945241283,0.5147431642168484,0.49082534593689414,0.4840448351913955
0.5689615605278255,0.4860322427690849,0.5275272122333862,0.4848696335236714
0.5599094791865876,0.4658337284653074,0.5427641900229155,0.5114323695579926
0.6110633008223371,0.5027957431115325,0.4629685572007756,0.5774434272938759
0.5343692229234398,0.5394825351667457,0.47864252820377223,0.5665579020514215
0.42222540957480714,0.5640219166534955,0.47729667944650095,0.5411371944771746
0.3120768789443488,0.542366787840472,0.5149459060461836,0.5187981510015408
0.3760470453241537,0.46119677572309153,0.499311761854398,0.46171183419438655
0.45398737808376366,0.5026895316369001,0.48383202229860744,0.5073446327683616
0.456202588130299,0.4710989937305727,0.48588593997884716,0.4820024774162362
0.45757314974182445,0.5010610610610611,0.4614034130971268,0.4942384966313182
0.4334448906738063,0.5045175702017808,0.4659873523708796,0.4628266715006496
0.549158538917575,0.5117714556661925,0.4994563061872025,0.48503580168585153
0.547542551157009,0.5028143933407091,0.43798844306363477,0.5095652436629505
0.44670427742716895,0.5034462883936568,0.4875353098008109,0.47360041088854654
0.4623382418563141,0.4618059111743323,0.5149021130794993,0.47487839511767727
0.3378115637151782,0.4357223539328802,0.5016493698219637,0.5148040726305931
0.40080002549882066,0.5249235551340814,0.5361052904107174,0.45198344360856824
0.4950787276088481,0.49200621674305883,0.5172613696456901,0.4497386627994803
0.45619302607254414,0.48992476687213526,0.5105873215230037,0.4610532040242908
0.46176770574360937,0.45081260207576,0.4694541027674951,0.44738511737514736
0.4509530184228979,0.4644081976713556,0.5125971708090956,0.467594187135563
0.41153502900490846,0.47746356883198987,0.46637173893883305,0.469947732559896
0.3944030088608401,0.5450868763500342,0.500379924643046,0.47548868545877515
0.5011506342831644,0.510204414941257,0.5211402696985722,0.523638176379951
0.4474533052846306,0.429732785416996,0.5184681275339327,0.5083446629807546
0.535803531586664,0.4327248300932512,0.5068881103472589,0.5037493579866461
0.5499904379422451,0.42848638111796006,0.5402266768023973,0.4830025076286293
0.5399439025945051,0.4227759338285654,0.5079224506433986,0.4107646756699598
0.48646331357174744,0.4383716347926875,0.5135775824078971,0.44066890238375783
0.4497864473768088,0.4125735208893103,0.49407153402080023,0.49145895646394155
0.46299802384139727,0.4378632316527053,0.45091838533403844,0.5109791836611378
0.5523968891438771,0.5080842948211369,0.5006987594747047,0.4764192271669839
0.5542200548224645,0.47800136979084346,0.552201987484576,0.4505211637813831
0.48337158156435256,0.5535260523681578,0.5479662986955756,0.47999335327351283
0.49302607254414477,0.520657710341921,0.48376096201304425,0.43026375419196955
0.531510167654746,0.44378799852484063,0.4616123523708796,0.437566089609958
0.5391024415120801,0.4947076550234445,0.45651281288559853,0.4573944832170157
0.5526933129342767,0.560815868500079,0.5058772915564957,0.4824707695096528
0.49207305412124686,0.4864736315262631,0.5103412546271813,0.5168585153630019
0.5147446930579461,0.4798675517622886,0.4990448175568482,0.4579534124898033
0.533071970421368,0.4484674147832042,0.4916496452494271,0.47294178071845067
0.48760757314974185,0.5391547336810495,0.49047874801692226,0.49111151394301944
0.5443647606298209,0.500522627891049,0.5168743389740879,0.505531889180942
0.5047650921144897,0.4962901849217639,0.5075515600211529,0.4585757877881507
0.46069675527506854,0.4580202307570729,0.4761862109994711,0.5413094051179794
0.4534519028494932,0.4565543438175017,0.5019933787237794,0.5552977431342335
0.4941671447695544,0.4748890996259417,0.47129225057288904,0.5083778966131908
0.49565882577930764,0.44427817290975186,0.4975114026969857,0.5300492462007915
0.5975903614457831,0.4598259311943522,0.4979296668429402,0.5448170639596362
0.587594823739402,0.46837163479268734,0.5049735589635114,0.5628568838937732
0.5400299611142984,0.48261682735366945,0.5028137118808391,0.5033475331581014
0.5381302989736725,0.4669007955323744,0.4624660122510136,0.48801474364784436
0.503238350226302,0.5320231810758127,0.5335088907985194,0.5666666666666667
0.543185440173392,0.47680670143828036,0.5060671712497797,0.5603371703072599
0.5633040096895519,0.5249482113692641,0.44443091177507493,0.5861989788211124
0.5803212851405622,0.48222338127601283,0.47747735986250656,0.5233269887307774
0.5060687193217314,0.48818565934355407,0.5265642627357658,0.49528384543339676
0.4559252884554089,0.507413308044887,0.44134617927022735,0.47008066708964014
0.44270096258048064,0.4354322743796429,0.4277657324167107,0.46941599444091964
0.5657072735385988,0.4365573995047679,0.5048743499911863,0.5010967098703889
0.5126697265251482,0.48982951372425054,0.5241301449850168,0.4289313876552162
0.3924236629055906,0.4212550445182024,0.5379209082496035,0.48565817698419894
0.4664722381589851,0.40646730941467785,0.5270681297373524,0.5319858606000181
0.5653981003378593,0.4751024708919445,0.5343191983959106,0.5504667814737606
0.5922770446866832,0.48019250829777144,0.5153784373347436,0.538285144566301
0.5819946452476573,0.432541910331384,0.5274948219636876,0.5131182210942928
0.5241856314145471,0.4437861018913651,0.48612605764145955,0.5138342548113236
0.5093867533626569,0.47362309678099157,0.4336565199189142,0.5361279796972719
0.5553196914642697,0.4362417153996102,0.5210750484752336,0.5711199734130941
0.4649996812647415,0.45747263052526216,0.476699442534814,0.582860509380948
0.42362784471218207,0.46560370897213,0.43103064956812975,0.5004622496147919
0.4643271498693185,0.47811790738106524,0.4441281619072801,0.5159279736547933
0.5448460508701473,0.5027598124440229,0.46251189846641994,0.44802259887005647
0.6091349525084465,0.5223621516253095,0.46019880354309894,0.39247711411220887
0.5826098042965513,0.4377955850587429,0.5004358915036136,0.44661470135049397
0.5404347548925863,0.3950862441388757,0.5022699629825489,0.4202271971962899
0.45811818703384966,0.43202813339655444,0.501857868411775,0.4186410465572978
0.4530534837763753,0.4760108529582213,0.48731827295963337,0.434321278588477
0.538493657168356,0.467128075443865,0.47929000308478764,0.4969878244055711
0.4528558679161089,0.4780633264843791,0.49920930283800463,0.5603704039396961
0.4615573404730031,0.4468776144565618,0.49902107570950116,0.5698963714915859
0.5057691081787468,0.4794971813919182,0.4521204058699101,0.4958216260309979
0.4789475361764518,0.45053790632738,0.4737171690463599,0.4618054926130699
0.5183527761841015,0.4821442495126706,0.5147308522827428,0.48513852382247186
0.5972397526614394,0.5463863863863864,0.5447650052882074,0.49990634158131664
0.6061197169630905,0.5609847742479321,0.5192784351313238,0.4894347261246564
0.5760566073819087,0.5129947842579422,0.47774331262118813,0.4479500891265597
0.5887135844967171,0.5051142721669037,0.4464843336858805,0.5165805613462642
0.5111397972843756,0.49979221326589746,0.49628382249250846,0.5167950693374422
0.5349939440300886,0.5534020336125598,0.5777187995769435,0.5603039366748239
0.5026741888187671,0.5201576313155261,0.48236459985898117,0.5147768814767818
0.5398610314272966,0.5077568094410199,0.4470164044597215,0.5279162512462612
0.5392713711990821,0.4716669300879827,0.4510627644103649,0.531118764917369
0.4593676292471473,0.5573462936620832,0.46159957253657674,0.5645306504728239
0.4723337795626952,0.5514983404457088,0.5415163383571302,0.5567992990724795
0.49056543634856886,0.4644096728307254,0.531456790939538,0.5186350040786731
0.4816312870529738,0.4585295822137927,0.5620697272166402,0.517396295960603
0.5112927902084529,0.555203624677309,0.5493507072977261,0.5466962748119278
0.5658252055842417,0.5363281175912755,0.5051951679005817,0.4955134596211366
0.5475425511570089,0.5471892945577157,0.47894445178917683,0.5243119127466087
0.54328743545611,0.473780095885359,0.519215692755156,0.5105199552856583
0.548489194874737,0.47426036562878665,0.5357682222809801,0.5411855343061724
0.49704213680117293,0.4829428375744165,0.5179195311122864,0.5290673434242725
0.447488366163065,0.5631929824561402,0.4770050017627357,0.5317713526088402
0.492790208452859,0.5173170012117382,0.47852899700334917,0.4784283513097073
0.5093070695480334,0.5384589853010906,0.46778302926141374,0.5519079126257591
0.4879996175176897,0.5271275486012328,0.5057635400141018,0.5579111151394301
0.5761554153120418,0.5738033823296982,0.5025661025912216,0.5586603824888969
0.5902116402116402,0.5422141088456878,0.5154234972677595,0.49373999214477776
0.567374258940524,0.5238254043517202,0.5371858474352196,0.5085954258436811
0.5439790909670428,0.5344943891259681,0.5697342124977967,0.48153720656213184
0.5393191814878563,0.48245245245245244,0.5733927705799401,0.5023867790567691
0.5467935232995474,0.48322606817343655,0.47177860038780184,0.4690051058944379
0.5217249952189711,0.48988725567672936,0.48268541776837653,0.5034472340554095
0.4687320711417097,0.4777666087139771,0.4942502313590692,0.5271428139822956
