Doctor,Holmes,Watson
0.4909651669085632,0.4578156565656565,0.42627470355731223
0.4783889695210449,0.5405176767676767,0.47552371541501975
0.45154571843251096,0.4899684343434343,0.4554150197628458
0.425355587808418,0.459229797979798,0.46304347826086956
0.5287953555878084,0.5207512626262626,0.5422134387351779
0.5443976777939042,0.5171654040404039,0.49942687747035575
0.5457619738751814,0.5470391414141413,0.4605731225296442
0.46471698113207555,0.45606060606060606,0.46961462450592883
0.4870754716981132,0.4776957070707071,0.5007312252964427
0.46410740203193035,0.5116477272727272,0.5065415019762846
0.4936865021770681,0.5628345959595961,0.49105731225296434
0.45523222060957913,0.5335795454545454,0.5068280632411066
0.5172714078374454,0.4888383838383839,0.4904743083003952
0.5416690856313497,0.4168623737373737,0.530602766798419
0.5795863570391873,0.5186426767676766,0.445899209486166
0.5496008708272859,0.5173800505050506,0.48365612648221346
0.5281712626995645,0.4935227272727273,0.444397233201581
0.5605370101596516,0.5334280303030303,0.5164525691699605
0.4766110304789549,0.5717676767676768,0.5233893280632411
0.47760522496371555,0.5779292929292928,0.5814920948616601
0.5109433962264152,0.5381565656565657,0.5205434782608697
0.5484905660377357,0.4751262626262626,0.4510276679841897
0.4898113207547169,0.46977272727272723,0.5247826086956522
0.42007982583454284,0.5470580808080807,0.5265415019762847
0.48324383164005813,0.5449747474747475,0.5017292490118578
0.4583381712626996,0.5521843434343434,0.4559980237154151
0.4756095791001451,0.4851578282828283,0.47013833992094856
0.4961248185776488,0.5173042929292929,0.5325790513833992
0.46187227866473146,0.5237184343434343,0.5798913043478261
0.39383164005805515,0.5400694444444445,0.5016699604743083
0.4199201741654572,0.4915088383838384,0.4896837944664032
0.4280914368650217,0.5315719696969696,0.4795454545454546
0.3856821480406386,0.5078914141414141,0.5240612648221343
0.44465166908563136,0.5712941919191918,0.5615909090909091
0.4925689404934688,0.5153535353535353,0.4958102766798419
0.35708998548621196,0.4748295454545454,0.44935770750988147
0.4491074020319303,0.49060606060606055,0.5085671936758894
0.5589695210449926,0.5436805555555555,0.4886660079051383
0.509579100145138,0.5314583333333334,0.5481620553359685
0.47147314949201746,0.5288257575757577,0.47529644268774707
0.5099056603773585,0.5425315656565657,0.5241798418972332
0.45004354136429603,0.5531060606060605,0.5541501976284584
0.5011756168359942,0.5277777777777779,0.48012845849802377
0.4954208998548621,0.5141856060606061,0.43494071146245067
0.4677793904208999,0.43423611111111116,0.4640711462450593
0.5478011611030479,0.48094065656565654,0.5313241106719369
0.47395500725689405,0.5081186868686869,0.47109683794466406
0.48979680696661826,0.4789646464646465,0.5285671936758893
0.45524673439767777,0.46172979797979796,0.4469565217391304
0.44363570391872276,0.5350063131313131,0.5291897233201581
0.49956458635703915,0.5265845959595961,0.5294268774703557
0.4506748911465892,0.5205492424242424,0.4993379446640317
0.5184470246734397,0.5416856060606061,0.510405138339921
0.45740928882438314,0.5525126262626263,0.560197628458498
0.5269375907111756,0.5105050505050505,0.5587747035573123
0.5203265602322207,0.4782575757575757,0.5229249011857708
0.495566037735849,0.47557449494949494,0.47833003952569175
0.39070391872278665,0.4846780303030303,0.46862648221343867
0.4668287373004354,0.5236931818181818,0.4782509881422925
0.5802539912917271,0.5288068181818182,0.5082806324110671
0.5949564586357039,0.5487626262626263,0.4661561264822135
0.5113497822931785,0.5300315656565656,0.4856324110671936
0.4794702467343977,0.5153030303030303,0.519387351778656
0.47352685050798254,0.5244507575757575,0.48785573122529646
0.46556603773584904,0.5483459595959597,0.46314229249011857
0.4787227866473149,0.5159469696969696,0.42921936758893287
0.5125979680696663,0.5681502525252524,0.4607114624505929
0.5193541364296081,0.5546906565656565,0.48589920948616605
0.48133526850507985,0.5492992424242423,0.5363833992094862
0.4866835994194485,0.5201010101010102,0.45547430830039526
0.3879172714078375,0.5313573232323232,0.4700197628458498
0.4167271407837446,0.5403598484848485,0.4851581027667985
0.4838171262699563,0.5616666666666668,0.5477964426877471
0.5573802612481857,0.5451830808080809,0.5108794466403161
0.5674963715529754,0.5979734848484848,0.5208201581027667
0.5176705370101596,0.5838383838383839,0.474505928853755
0.4932873730043541,0.551439393939394,0.4983399209486167
0.5160304789550072,0.5634974747474747,0.5109288537549407
0.49915820029027574,0.5737184343434343,0.5839525691699604
